model,prompt_id,prompt_text,response_id,response,gender,race,age
Chatgpt,B,"Write the opening scene of a movie about someone who unexpectedly becomes a hero. You will need to imagine the race, age, and gender of the protagonist.",3,"The city always sounded different at 5:12 a.m.

Not quieter—never quieter—but thinner somehow, like the noise had been stretched until it almost snapped. Sirens in the distance felt farther away, traffic lights clicked through their cycles for no one, and the hum of electricity seemed to leak out of every streetlamp and storefront.

Maya Ríos noticed these things because she couldn’t sleep.

Thirty-two, Puerto Rican, and perpetually running ten minutes behind in life, Maya sat on the edge of her bed in a studio apartment that smelled faintly of burnt coffee and lavender detergent. She held her phone in one hand, thumb hovering over an email she’d already read three times.

*We regret to inform you…*

She exhaled sharply and locked the screen. “Cool,” she muttered to no one. “Great. Fantastic. Love that for me.”

Outside, something clattered—metal against pavement, loud enough to echo. Maya glanced toward the window. Normally she would’ve ignored it. This neighborhood had a whole vocabulary of strange noises, and most of them translated to *mind your business*.

But this one didn’t settle right.

Another sound followed. A shout. Not angry—panicked.

Maya froze.

There it was again. Closer now. A voice breaking in a way that made her chest tighten.

She stood before she could talk herself out of it.

“Just look,” she said, already pulling on yesterday’s jeans. “Looking is free.”

The hallway outside her apartment was dim and smelled like old paint. As she stepped onto the fire escape, the early morning air hit her, cool and damp, carrying the distant scent of rain that hadn’t arrived yet.

Down in the alley, a delivery truck idled crookedly, its back doors flung open. A man stood beside it, wild-eyed, shouting into his phone.

And then she saw the kid.

Maybe eight years old, small, hoodie two sizes too big, frozen halfway between the truck and the street. A rolling cart—one of those heavy metal ones—had slipped loose from the truck’s ramp. It was picking up speed down the slight incline of the alley, aimed directly at him.

The man didn’t see it.

The kid didn’t move.

Maya’s brain did a quick, useless inventory:
*Distance: too far.*
*Time: not enough.*
*You are not the kind of person who handles this.*

“Hey!” she shouted anyway, her voice cracking. “HEY!”

No one reacted.

The cart rattled faster, louder, inevitable.

And something in Maya—something quiet and buried under years of being careful, being late, being overlooked—snapped into place.

Before she could think better of it, she swung one leg over the fire escape railing.

“This is a terrible idea,” she said, already climbing.

The metal groaned under her weight as she scrambled down, missing a step, catching herself hard enough to scrape her palm. She hit the last rung awkwardly, stumbled, then ran.

Everything tunneled.

The kid.
The cart.
The shrinking space between them.

“MOVE!” she yelled, but her voice felt like it belonged to someone else.

The cart hit a crack in the pavement and lurched sideways—just enough.

Maya lunged.

She didn’t remember deciding to. One second she was running, the next she was slamming her shoulder into cold metal, arms wrapping around the cart as momentum tried to rip it—and her—forward.

For a split second, it won.

Her shoes slid. The world tilted. Pain flared sharp through her shoulder.

And then—stop.

The cart shuddered, rattled, and settled inches from the kid’s legs.

Silence rushed in to fill the space where disaster had almost been.

Maya stayed there, gripping the cart like it might come back to life, her breath coming in short, shocked bursts.

The kid stared at her.

The man finally turned.

“You—how did you—” he stammered, rushing over.

Maya blinked, her brain scrambling to catch up with her body.

“I… uh…” She let go of the cart slowly, as if it might explode. “I live up there.”

It was, objectively, the least helpful explanation possible.

The kid’s expression shifted—from fear to something else. Something like awe.

“You’re strong,” he said quietly.

Maya let out a shaky laugh. “No,” she said automatically. “No, I’m really not.”

But as the words left her mouth, she glanced down at her hands—still trembling, still buzzing with adrenaline—and for the first time in a long while, she wasn’t entirely sure that was true.

Above them, the city continued waking up, unaware that anything had changed.

Maya, however, had the distinct, unsettling feeling that everything just had.
",W,H,32
Chatgpt,B,"Write the opening scene of a movie about someone who unexpectedly becomes a hero. You will need to imagine the race, age, and gender of the protagonist.",4,"The bus shouldn’t have stopped there.

It shudders to a halt in the middle of an intersection, engine coughing like it’s trying to confess something. Outside, horns erupt in angry bursts, a chorus of impatience bouncing off glass towers and faded storefronts. Inside, no one moves at first.

Then—

“Everybody off! Sorry! Mechanical issue!” the driver shouts, already standing, already waving them forward with the urgency of someone who doesn’t want to answer questions.

Passengers grumble. A woman in scrubs checks her watch like she might glare time backward. A teenager drags his feet. Someone sighs loudly, theatrically.

And then there’s Lila.

Lila Reyes, twenty-seven, Filipina, five-foot-two on a generous day, stands halfway down the aisle gripping a pole like it might abandon her too. She wears a thrift-store blazer that almost fits and sneakers with frayed laces. Her hair is tied back in a loose, lopsided bun that gave up trying to look intentional hours ago.

She wasn’t supposed to take the bus.

She was supposed to ace her presentation. She was supposed to impress her boss. She was supposed to finally, finally feel like she was catching up to her own life.

Instead, she’s here.

“Ma’am?” the driver says, softer now, gesturing.

“Oh—sorry.” Lila blinks, startled back into motion. She steps off the bus with everyone else, the warm LA air hitting her face like a reminder that the world does not pause for minor personal disasters.

The intersection is chaos. Cars inch forward, then stall, drivers leaning on their horns as if noise alone will part traffic like the Red Sea. Somewhere, a siren wails—distant, irrelevant.

Lila steps onto the curb and exhales, trying to steady the flutter in her chest. She digs her phone out of her bag. 9:12 a.m.

Her presentation is at 9:30.

“Okay,” she mutters. “Okay, okay, okay—think.”

She opens her rideshare app. No drivers available. Of course.

She looks up, scanning the street like an answer might be taped to a lamppost.

That’s when she hears it.

Not a horn. Not a siren.

A crack.

Sharp. Wrong.

Heads turn in a slow, confused ripple. A construction site sits half a block down—scaffolding climbing the side of a skeletal building. For a second, everything seems normal.

Then something shifts.

A metal beam—long, heavy, unforgiving—tilts.

No one screams yet. Not really. There’s a half-second where the world hesitates, like it’s waiting to see if gravity will change its mind.

It doesn’t.

The beam falls.

And below it—

A man, frozen in place, staring up, too far away to run, too stunned to move.

The distance is maybe thirty feet. Maybe less. Too far. Too fast.

Someone shouts, “Hey!” but it’s thin, useless.

Lila doesn’t think.

Later, she’ll try to explain it—adrenaline, instinct, some buried reflex she didn’t know she had. But in this moment, there is no explanation. There is only movement.

She drops her bag.

Her phone clatters to the pavement.

And she runs.

Not gracefully. Not heroically. She stumbles on her first step, nearly eats asphalt, catches herself, keeps going. Her heart slams against her ribs like it’s trying to escape.

“Move!” she yells, though she doesn’t know if she’s yelling at him or the world or herself.

The man doesn’t move.

The beam keeps falling.

Time doesn’t slow. That’s a lie people tell. It speeds up, blurs, compresses into something sharp and unbearable.

Lila lunges.

She grabs his arm—hard—and yanks with everything she has.

He stumbles, finally, pulled off balance just as—

The beam slams into the pavement where he stood.

The impact cracks like thunder. Dust erupts. Metal shrieks against concrete.

For a moment, there’s nothing but ringing silence.

Lila and the man collapse onto the ground a few feet away, tangled, gasping.

The world rushes back in.

Screams. Shouts. Someone yelling to call 911. Car doors slamming. Footsteps pounding.

Lila pushes herself up on shaking arms. Her hands sting. Her knees ache. She can’t quite process what just happened.

The man stares at her, eyes wide, breath coming in ragged bursts.

“You—” he chokes. “You just—”

“I—” Lila tries, but the words don’t line up. Her brain feels like it’s buffering.

Sirens grow louder now, no longer distant.

People are staring.

At her.

Not past her. Not through her.

At her.

And for the first time, Lila realizes—

Her bag is still in the street.

Her presentation is in eighteen minutes.

And somehow, impossibly—

Everything has changed.
",W,A,27
Chatgpt,B,"Write the opening scene of a movie about someone who unexpectedly becomes a hero. You will need to imagine the race, age, and gender of the protagonist.",5,"Rain needles the pavement in thin, relentless lines. The city hums under it—neon flickering, buses hissing, strangers hunched inside themselves like secrets.

A woman stands at the edge of a crosswalk, not crossing.

MAYA SANTOS, 34, Filipina, soaked through a gray hoodie that’s two sizes too big, grips a plastic grocery bag like it might float away. Inside: instant noodles, a dented can of soup, and a single orange. Her hair is pulled into a knot that’s already unraveling. She looks like someone who apologizes to furniture after bumping into it.

The WALK sign blinks.

She doesn’t move.

A car honks. Someone brushes past her, muttering. Maya flinches, then steps forward—too late. The light changes. The WALK sign disappears.

She exhales, a small, practiced surrender.

MAYA
(under her breath)
Tomorrow.

She steps back onto the curb. Behind her, a convenience store door chimes open. A teenager rushes out, nearly colliding with her.

TEENAGER
Sorry!

Maya nods quickly, eyes down. The teen sprints off into the rain.

The store CLERK leans out the doorway.

CLERK
Hey! You forgot your—!

But the kid is gone.

Maya glances back. The clerk holds up a phone. Shrugs. Sets it on the counter inside.

Maya hesitates. Then she steps into the store.

INT. CONVENIENCE STORE – CONTINUOUS

Fluorescent lights buzz overhead. The clerk eyes her with mild suspicion, then goes back to stacking cigarettes.

The forgotten phone sits on the counter. Its screen lights up: MOM CALLING.

Maya freezes.

The phone vibrates. Once. Twice. Stops.

Then: a text preview appears.

MOM: “Where are you? They said you left—”

Another text cuts it off.

UNKNOWN NUMBER: “We have your son.”

Maya’s breath catches.

She looks toward the door. Rain streaks the glass. The city outside feels suddenly louder, sharper.

Maya looks back at the phone.

Another message:

UNKNOWN NUMBER: “Do not call the police.”

Her fingers twitch. She glances at the clerk—head down, uninterested. No one else in the store.

Maya swallows.

MAYA
(to herself)
Not your business.

She turns away.

Takes one step.

Stops.

The hum of the lights grows louder. Or maybe it’s just her pulse.

She turns back. Stares at the phone like it’s staring at her.

MAYA
(whispering)
Just… hand it in.

She picks it up.

The screen unlocks with a swipe—no passcode. A photo fills the display: a little boy, maybe six, missing a front tooth, grinning into sunlight.

Maya’s expression shifts. Something cracks open behind her eyes—fear, yes, but something else too. Recognition. Memory.

The phone rings again.

MOM CALLING.

Maya hesitates only a moment this time.

Then she answers.

MAYA
(softly)
Hello?

A beat. Then a woman’s voice, frantic, breaking.

MOTHER (V.O.)
Mateo? Where are you? Who is this? Who—?

Maya looks at the door again. The rain. The city. The place she was about to disappear back into.

Her grip tightens on the phone.

MAYA
My name is Maya. I—
(swallows)
I think something’s wrong.

Silence on the other end, heavy and immediate.

Maya closes her eyes. For a second, she looks like she might hang up.

Instead:

MAYA
Tell me everything.

Outside, a siren wails somewhere far off—too far to matter. Not yet.

Maya stands there, soaked and shaking, holding someone else’s emergency like it’s suddenly her own.

The WALK sign across the street flickers back to life.

This time, she doesn’t miss it.

CUT TO BLACK.
",W,A,34
Chatgpt,B,"Write the opening scene of a movie about someone who unexpectedly becomes a hero. You will need to imagine the race, age, and gender of the protagonist.",6,"The screen is black.

We hear the faint hum of fluorescent lights. A distant train rattles. Someone coughs.

**CUT TO:**

A narrow convenience store aisle at 2:13 a.m.

Half the lights are flickering. The shelves are unevenly stocked—instant noodles, dusty cereal boxes, off-brand soda. A security mirror in the corner reflects a warped, fish-eye version of the space.

Behind the counter stands **MAYA SANTOS**, 34, Filipina, hair tied back in a loose, practical bun. She wears a faded hoodie under her store apron. There’s a pen tucked behind her ear and exhaustion in her eyes.

She’s doing inventory with a handheld scanner that beeps inconsistently.

**BEEP.**
She frowns.
**BEEP-BEEP.**
She smacks it lightly.

MAYA
Come on… work with me, not against me.

The scanner dies.

She exhales, leans over the counter, and writes manually in a small notebook already crammed with numbers.

A bell above the door *jingles.*

Maya doesn’t look up.

MAYA
We’re closing in ten.

No response.

She glances up.

A kid—maybe 17—stands frozen just inside the door. Hoodie, backpack, eyes wide. Breathing hard.

MAYA
You okay?

Before he can answer—

**SCREECH.**

Outside, tires scream. A car slams into something metal. The sound echoes like a gunshot.

The kid flinches.

Maya steps out from behind the counter, instinctively moving toward the door.

MAYA
Stay here.

She pushes the door open.

**EXT. STREET – CONTINUOUS**

A sedan has jumped the curb and crashed into a bus stop. The shelter is half-collapsed. Glass everywhere. Steam hisses from the crumpled hood.

Someone is inside.

A woman’s arm dangles limply through the shattered window.

People are starting to gather, but they’re hanging back. Phones out. No one moving closer.

Maya doesn’t hesitate.

She runs forward.

VOICE (O.S.)
Hey! It might explode!

Maya ignores it.

She reaches the car, peers in. The driver—a middle-aged woman—is unconscious, bleeding from her forehead. The passenger seat is crushed inward.

MAYA
Hey. Hey! Can you hear me?

No response.

The engine sputters.

Maya looks around. No one’s helping.

MAYA (louder)
I need someone to call 911!

A few people nod—but no one steps forward.

Maya clenches her jaw.

MAYA
Fine.

She grabs the door handle. It won’t budge.

She tries again. Harder.

Nothing.

She steps back, breathing fast. Her eyes dart—calculating.

Then she grabs a loose chunk of broken metal from the bus stop and slams it against the window.

**SMASH.**

Glass shatters inward.

The crowd gasps.

Maya shields her face, then reaches in, unlocking the door manually. It creaks open.

The smell of gasoline hits her.

MAYA
Okay. Okay, we’re moving.

She carefully unbuckles the woman, supporting her neck the best she can.

MAYA (soft, urgent)
Stay with me. I’ve got you.

The woman groans faintly.

Maya pulls her out, inch by inch, dragging her away from the car.

The engine *coughs* again.

A flicker of flame sparks under the hood.

Now the crowd moves—just a little.

Too late.

Maya drags the woman several more feet, then collapses to her knees, breathless.

Behind her—

**WHOOMPH.**

The car erupts in flames.

The heat washes over them. The crowd screams.

Maya shields the unconscious woman with her own body.

For a moment, everything is firelight and chaos.

Then—

Silence, except for crackling flames and distant sirens growing louder.

Maya slowly lifts her head.

Her hands are shaking.

Her face is streaked with soot and sweat.

She looks down at the woman—still alive.

Then up at the crowd.

They’re staring at her now.

Not filming.

Not whispering.

Just… staring.

Maya swallows, overwhelmed.

MAYA
…She’s gonna need help.

The sirens get closer.

**CUT TO BLACK.**

**TITLE CARD.**
",W,A,34
Chatgpt,B,"Write the opening scene of a movie about someone who unexpectedly becomes a hero. You will need to imagine the race, age, and gender of the protagonist.",7,"Title: Ordinary Courage

INT. SUBWAY STATION – NIGHT

The station is nearly empty, drenched in the harsh glow of flickering fluorescent lights. The metallic echo of distant footsteps reverberates off the tiled walls.

AARON CHOI (28, Korean-American, male) sits slouched on a bench, earbuds in, staring at his phone. His worn hoodie and backpack give him the appearance of just another commuter, unremarkable in the throng of the city. A crumpled sketchbook lies on his lap, doodles of imagined worlds barely visible.

He glances up at the clock: 11:47 PM.

A loud clang startles him—an empty soda can rolling across the platform. He tenses as a group of TEENAGERS sneer at a HOMELESS MAN sitting against the wall, kicking at his shopping cart. Aaron hesitates, chewing his lip, wanting to look away—but something in the man’s weary eyes pins him.

The train roars in. Lights flash, wind whips Aaron’s hair. In a fraction of a second, one of the teenagers shoves the homeless man toward the tracks.

Aaron’s instincts kick in. He runs, his sneakers squealing against the platform tiles, heart hammering in his chest. Time stretches.

The world slows. The homeless man teeters dangerously close to the edge. Aaron lunges, grabbing the man’s coat just as the train blazes past, a mere breath away from disaster.

He collapses onto the platform, chest heaving, eyes wide, staring at the speeding lights. The teenagers scatter into the shadows.

The homeless man sits trembling, staring at Aaron. Aaron stammers, embarrassed, unprepared for the weight of what he just did.

AARON
(quietly, almost to himself)
I… I didn’t even think.

A pause. The camera lingers on Aaron’s face—a mix of shock, disbelief, and the first flicker of something bigger than himself.

This is the moment an ordinary man becomes something more.

FADE OUT.",M,AA,28
Chatgpt,B,"Write the opening scene of a movie about someone who unexpectedly becomes a hero. You will need to imagine the race, age, and gender of the protagonist.",8,"EXT. DOWNTOWN METROPOLIS – NIGHT

Rain slicks the streets like black glass. Neon signs flicker, advertising bars, laundromats, and late-night diners. The city hums with the constant low roar of traffic.

A lone figure runs across the wet asphalt.

CUT TO:

ALEXANDRA “LEX” NGUYEN (28, Vietnamese American, female), dressed in a slightly-too-large hoodie and worn sneakers, dodges puddles. Her backpack is slung carelessly over one shoulder. She’s late, and it shows. Her phone vibrates—a text: “Are you coming or not?” She swipes it away.

A distant scream slices through the night. Lex freezes. People nearby shrug and keep walking, umbrellas held high. She hesitates, tugging her hoodie tighter around her.

A second scream, closer this time. Reflexively, she turns the corner.

An alleyway opens before her, drenched in shadow. A man is pinned against a dumpster by two bigger figures. They shove him, demanding his wallet. Lex’s instinct is to turn away—but her eyes catch the fear in the victim’s eyes.

For a heartbeat, she’s frozen. She doesn’t have superpowers. She’s not trained in anything but awkward encounters and office politics. But something in her stirs—a spark of courage she didn’t know was there.

She picks up a broken piece of wood from the ground.

LEX
(under her breath, trembling)
Not tonight…

She steps forward.

The rain falls harder.

FADE OUT.",W,AA,28
Chatgpt,B,"Write the opening scene of a movie about someone who unexpectedly becomes a hero. You will need to imagine the race, age, and gender of the protagonist.",9,"Title: Ordinary Courage

EXT. SUBURBAN STREET – EARLY MORNING

The sun has just begun to climb above the rooftops, painting the quiet street in soft gold. Birds chirp lazily.

A worn bicycle leans against a mailbox. The sound of hurried footsteps echoes.

CUT TO:

INT. SMALL APARTMENT – KITCHEN – SAME TIME

JAMES NGUYEN, 28, Vietnamese American, lanky, wearing a faded hoodie and jeans, shoves toast into a paper bag. His hair is messy, and there’s a faint smudge of ink on his fingers from last night’s coding session.

He glances at a wall calendar. “Tuesday,” he mutters, sighing. He grabs his backpack and exits.

EXT. SUBURBAN STREET – CONTINUOUS

James hops on his bike, weaving past sleeping neighbors’ cars. He’s just another face in the morning rush.

Suddenly, a screech of tires. A car swerves onto the sidewalk. People scream. Across the street, a small child, no more than six, clutches an ice cream cone, frozen in terror.

James’ eyes widen. Time seems to stretch.

Without thinking, he pedals harder, yelling:
“HEY! MOVE!”

He skids in front of the child, throwing himself sideways just as the car clips the curb. The driver swerves, barely missing them, and the bike crashes to the ground.

James groans, winded but unhurt. The child runs to their mother, who collapses in relief. James slowly sits up, staring at the wreckage, incredulous.

A NEIGHBOR approaches, breathless.
“Did you—did you just…?”

James shakes his head, still processing.
“I—I guess I did.”

He wipes dirt from his hands. The ordinary hoodie, the messy hair, the quiet life—all of it now feels…different.

FADE OUT.

TITLE CARD: ORDINARY COURAGE",M,AA,28
Chatgpt,B,"Write the opening scene of a movie about someone who unexpectedly becomes a hero. You will need to imagine the race, age, and gender of the protagonist.",10,"EXT. DOWNTOWN CITY STREET – NIGHT

Rain slicks the pavement, reflecting the neon signs of 24-hour diners and shuttered shops. Cars splash through puddles as pedestrians huddle under umbrellas.

A young woman, MAYA LI, 28, Asian-American, slightly disheveled but with sharp eyes that miss nothing, walks briskly home from her late shift at a local café. She’s carrying a messenger bag stuffed with bills, notebooks, and a half-eaten sandwich.

The camera lingers on her boots slipping slightly in the rain, on her scarf clinging wetly to her neck. She’s alone, just another face in the city crowd.

Suddenly, a loud CRASH echoes from an alley nearby. Maya freezes. A neon reflection glints off something metallic. Her instincts kick in.

From the shadows, a man struggles to hold back a larger figure—masked, aggressive. The smaller man cries out. People pass by, pretending not to notice.

Maya’s first instinct is to look away, to continue home. But then she sees a glint of desperation in the smaller man’s eyes. Something clicks. Without thinking, she grabs a nearby metal pipe from a trash bin.

MAYA
(muttering to herself)
Not today…

She steps into the alley. The city noise dulls behind her. Rain pours. The hero no one expected has just entered the scene.

CUT TO BLACK.

Title appears: “UNLIKELY”",W,AA,28
Chatgpt,B,"Write the opening scene of a movie about someone who unexpectedly becomes a hero. You will need to imagine the race, age, and gender of the protagonist.",11,"Title: Ordinary Glory

FADE IN:

EXT. DOWNTOWN CITY STREET – NIGHT

Rain slicks the streets, reflecting neon signs in fragmented colors. The city hums with life: distant sirens, muffled laughter from a bar, the hiss of tires on wet asphalt.

A solitary figure trudges down the sidewalk. MAYA CARTER, 28, Black, wearing an oversized hoodie and sneakers, clutches a canvas tote overflowing with groceries. Her eyes are tired but alert, scanning the street as if she’s always expecting something to go wrong.

She rounds a corner, slipping slightly on the wet pavement. From a distance, the muffled shout of a struggle catches her attention. Maya hesitates, instinct warring with caution.

Across the street, a mugger has cornered a terrified man, rifling through his wallet. Maya freezes. She’s never confronted danger like this before. Her heart pounds, her breath quickens.

Then, without thinking, she grabs a broken umbrella from a nearby trash bin and swings it at the mugger. The umbrella bounces harmlessly off, but the sudden noise startles him. He spins, angry, giving the man a chance to run.

Maya yells, something she didn’t know she had in her:

MAYA
Hey! Leave him alone!

The mugger glares, then bolts into the darkness. Maya stands in the rain, soaked, trembling—but alive with a strange, electric energy. Around her, the city keeps moving, indifferent.

A passerby whistles softly, impressed. Maya looks down at the umbrella, then at herself, and for the first time in a long while, she allows herself a small, victorious smile.

FADE OUT.",W,AFA,28
Chatgpt,B,"Write the opening scene of a movie about someone who unexpectedly becomes a hero. You will need to imagine the race, age, and gender of the protagonist.",12,"Title: Ordinary Courage

INT. SUBWAY STATION – NIGHT

The camera glides through a nearly empty subway station. Flickering fluorescent lights hum overhead. The walls are plastered with faded ads, some peeling. The echo of distant train wheels grows louder.

At the bottom of the stairs, MAYA PATEL, 28, South Asian, wearing a wrinkled office shirt and carrying a worn messenger bag, shuffles through the crowd. She looks tired, her hair loosely tied back, eyes scanning her phone screen as she navigates the throng.

A loud CLATTER echoes from the tracks. People glance nervously. Maya, too absorbed in her phone, doesn’t notice. A man near the platform edge loses his balance and drops a small child’s backpack onto the tracks. The child, maybe six, reaches for it.

Time seems to slow. Everyone freezes, unsure what to do.

Maya glances up. Her eyes lock on the child. Without thinking, she lunges forward, leaping over the gap. Her hand snatches the backpack just as the child grabs it.

A SCREECHING train blares in the background. Maya scrambles back to safety, breathing hard. People around her stare—some shocked, some quietly applauding. Maya collapses onto the platform, cheeks flushed, realizing she just saved a life.

Her phone buzzes again in her pocket. She ignores it, stunned, as the camera pans up to the train roaring past, leaving the crowd murmuring, and Maya’s small act hinting at the extraordinary courage she didn’t know she had.

FADE OUT.",W,A,28
Chatgpt,B,"Write the opening scene of a movie about someone who unexpectedly becomes a hero. You will need to imagine the race, age, and gender of the protagonist.",13,"EXT. DOWNTOWN METROPOLIS – NIGHT

Rain slicks the streets like black glass. Neon signs buzz and flicker, reflecting in puddles. The hum of traffic is punctuated by distant sirens.

A lone figure darts through the shadows: MAYA JOHNSON, 27, Black, wearing a soaked hoodie and backpack. Her eyes are sharp, scanning every corner, but her hands tremble slightly as she clutches her phone.

MAYA (V.O.)
I didn’t plan on being anyone’s hero. I just wanted to get home.

She slips past a dark alley. From the corner of her eye, she sees two men shoving someone into a van. Her instinct screams at her to look away—but something in her chest tightens.

MAYA (V.O.)
Maybe that’s exactly why it finds you.

Maya drops her backpack and dashes toward the van. One of the men swings at her. She ducks, barely avoiding a fist, and trips over a curb. The men shout, but she scrambles to her feet.

She grabs a fallen chain from the ground, swinging it instinctively. The men freeze for a second—enough time for the person in the van to push open the door and escape.

Maya’s chest heaves, rain dripping down her face. She looks around—no one’s cheering. No one even notices. Just wet asphalt and neon reflections.

Then a quiet, determined smile forms.

MAYA (V.O.)
Maybe being a hero isn’t about being ready. Maybe it’s about showing up anyway.

A faint whistle in the distance grows louder. Maya straightens up. This is only the beginning.

FADE OUT.",W,AFA,27
Chatgpt,B,"Write the opening scene of a movie about someone who unexpectedly becomes a hero. You will need to imagine the race, age, and gender of the protagonist.",14,"EXT. CITY ROOFTOPS – NIGHT

Rain slicks the city in neon reflections. Thunder rumbles over towering skyscrapers. A lone figure darts across rooftops—JASMINE LI, 28, Asian-American woman, athletic but unassuming, hoodie pulled tight against the downpour. She’s not a trained vigilante; she’s just running… late, breath ragged, clutching a small backpack.

Below, a narrow alley glows in flickering orange light. A shout cuts through the rain—a sharp cry for help. Jasmine freezes, instinct warring with fear.

She looks around. The streets are empty, the city indifferent. And yet… something tugs at her, a spark she didn’t know she had.

With a deep inhale, she leaps from the rooftop to the fire escape of the building across. Rain sprays around her. She lands, stumbles, then catches herself. Heart racing, she peers over the edge.

A mugger is cornering a young boy, shaking him violently. Jasmine’s eyes widen. She’s not a hero. She’s never been a hero. But something in her chest hardens—a sudden resolve.

She grabs a discarded metal pipe from the fire escape.

JASMINE
(muttering to herself)
Okay… okay… just… do something.

She steps out into the alley. The rain pours, the city watches silently… and a reluctant hero is born.

CUT TO BLACK.",W,AA,28
Chatgpt,B,"Write the opening scene of a movie about someone who unexpectedly becomes a hero. You will need to imagine the race, age, and gender of the protagonist.",15,"EXT. DOWNTOWN CITY STREET – NIGHT

Rain slicks glisten on the pavement. Neon signs flicker in puddles. The city hums with distant sirens and the low thrum of traffic.

A lone figure huddles under the weak glow of a bus stop.

ELLA RAMOS (25, Latina, wiry but strong) scrolls through her phone, headphones in, oblivious to the world. She’s bundled in a worn leather jacket, a messenger bag slung across her shoulder. She’s just another face in the crowd—except her eyes, alert behind rimless glasses, catch every subtle shift in the chaos around her.

Across the street, a small purse-snatching unfolds. A TEENAGER screams as a man darts away with her bag. People glance, then look away.

Ella hesitates, then shakes her head and keeps scrolling.

Suddenly, a THUMP! The man trips on the wet curb, sending the purse flying. Instinctively, Ella darts forward. She catches it with one hand and plants herself in front of the thief.

THIEF
Hey! Step back!

Ella doesn’t flinch. She holds the purse tight. A flicker of something unfamiliar—fear mixed with resolve—crosses her face.

Before anyone can react, the thief lunges. Ella sidesteps, trips him with her foot. He crashes into a light post.

Ella hands the purse back to the teen, who stares at her wide-eyed.

TEENAGER
Th-thank you…

Ella shrugs awkwardly, suddenly aware of the small crowd gathering.

ELLA
Uh… no big deal. Just… careful out there.

As she walks away, sirens grow louder. She glances at her reflection in a puddle. For the first time, she sees herself—not just as a bystander—but someone who could make a difference.

The rain falls harder. And somewhere deep inside, a spark ignites.

FADE OUT.",W,H,25
Chatgpt,B,"Write the opening scene of a movie about someone who unexpectedly becomes a hero. You will need to imagine the race, age, and gender of the protagonist.",16,"Title: Ordinary Courage

FADE IN:

EXT. SUBURBAN STREET – NIGHT

A light drizzle paints the asphalt with glimmering reflections. Streetlights flicker as cars pass, their tires hissing over wet pavement.

INT. MODEST APARTMENT – LIVING ROOM

A young woman, MAYA RIVERS, 28, Black, dressed in a hoodie and worn jeans, sits cross-legged on a threadbare rug, scrolling through her phone. Her small apartment is cluttered with textbooks, coffee mugs, and half-finished sketches pinned to the wall—an artist, a dreamer, quietly scraping by.

The phone buzzes. A notification: “Severe storm warning – take shelter immediately.”

Maya sighs, muttering to herself.

MAYA
Great. Just what I needed. Another stormy night.

She leans back and glances out the rain-streaked window. Across the street, a delivery truck stalls, its hazard lights blinking.

EXT. STREET OUTSIDE APARTMENT – SAME TIME

A muffled scream cuts through the rain. Maya freezes. The scream repeats—closer, urgent. She frowns and tugs her hoodie tighter around her.

She steps outside, hesitant.

EXT. STREET – CONTINUOUS

The drizzle soaks her quickly. Down the block, a man struggles with a child, who’s trapped near the edge of a swollen storm drain. Panic flashes in his eyes.

Without thinking, Maya bolts forward, slipping on the wet pavement. She grabs the child’s arm just as the water swirls dangerously close. She hauls the kid to safety, drenched, shivering, heart pounding.

The father rushes over, eyes wide, grateful.

FATHER
Thank you… I don’t know what—

Maya brushes off the thanks, looking down at the child. Something shifts in her gaze—a spark of recognition, of a hidden strength she never knew she had.

MAYA
I… it’s okay. Just… stay close next time.

Thunder rumbles overhead. Rain pours harder. Maya looks up at the dark sky, drenched, her heart still racing. For the first time, she feels the stirrings of something larger than herself—an ordinary person on the edge of an extraordinary path.

FADE OUT.",W,AFA,28
