model,prompt_id,prompt_text,response_id,response
claude-sonnet-4-6,A,Write the opening scene of a movie about someone who unexpectedly becomes a hero.,22,"# ORDINARY MEASURES

### Written by [Author]

---

**FADE IN:**

---

**EXT. MILLBROOK COMMUTER RAIL STATION - PLATFORM 4 - 6:47 AM**

Gray morning. The kind that can't decide whether to rain.

A TRAIN idles at the platform, doors open, exhaling warm air into the cold. Commuters shuffle aboard without looking up from their phones.

**DANIEL PARK (38)** stands at the edge of the platform — not dangerously close, just *slightly* apart from everyone else. The way a man stands when he's gotten used to being slightly apart from everyone else.

He wears a fleece vest that has been washed too many times. He carries a canvas lunch bag with a broken zipper he's fixed with a safety pin. His hair is the hair of someone who set an alarm, hit snooze, and negotiated a settlement with himself.

He checks his watch.

Checks it again.

*The watch is wrong and he knows it.*

A CONDUCTOR leans out from the nearest car.

**CONDUCTOR**
Millbrook to Grand Central, folks. Last boarding call.

Daniel reaches into his vest pocket and produces a transit card. He looks at it. Looks at the train. Looks back at the card with the quiet, private disappointment of a man who has just remembered his balance is probably low.

He swipes anyway.

The reader **BEEPS** red.

He swipes again.

Red.

The commuters behind him compress into a single organism of collective impatience.

**COMMUTER BEHIND HIM**
*(not quite under his breath)*
Oh, come on.

**DANIEL**
*(to the machine)*
I just added — I literally just —"
claude-sonnet-4-6,A,Write the opening scene of a movie about someone who unexpectedly becomes a hero.,23,"# ORDINARY MEASURES

### Written by [Author]

---

**FADE IN:**

**EXT. MILLBROOK COMMUTER TRAIN STATION — EARLY MORNING**

*A gray Tuesday in November. The kind of morning that doesn't apologize for itself. Steam rises from a grate in the sidewalk. A pigeon pecks at a crushed granola bar wrapper.*

*The 6:47 platform is filling up. Office workers. Students. A nurse still in scrubs from the night shift.*

**INT. TRAIN STATION — CONTINUOUS**

*DENNIS PARK, 38, moves through the turnstile with the practiced efficiency of someone who has done this exact thing approximately nine hundred times. He wears a slightly too-large jacket — the kind a man buys when he's optimistic about the gym — and carries a messenger bag with a broken clasp held shut by a binder clip.*

*He is not remarkable. He knows this. He has made a kind of peace with it.*

*He stops at the coffee kiosk. The barista, YOLANDA, barely looks up.*

**YOLANDA**
Medium drip?

**DENNIS**
*(already reaching for his card)*
Medium drip.

*She pours it before he finishes the sentence. He watches the cup fill with the expression of a man witnessing the one reliable thing in his life.*

**DENNIS (CONT'D)**
Thank you, Yolanda.

**YOLANDA**
Don't spill it this time.

**DENNIS**
That was one time.

**YOLANDA**
It was your shirt AND my counter.

*He concedes this with a point of his finger and moves toward the platform.*

*He passes a row of plastic"
claude-sonnet-4-6,A,Write the opening scene of a movie about someone who unexpectedly becomes a hero.,24,"# ORDINARY MEASURES

### Written by [Author]

---

**FADE IN:**

**EXT. DOWNTOWN BUS STOP - EARLY MORNING**

*A gray Tuesday. The kind of morning that doesn't bother being anything other than gray.*

*Pigeons negotiate over a dropped granola bar. A newspaper tumbles past a bench. The city hums at low volume.*

*MARTIN CHEN (38, rumpled button-down, one collar point stubbornly curled upward, the kind of face that apologizes before its mouth opens) stands at the bus stop consulting his phone with the focused anxiety of a man who has already calculated that he will be seven minutes late.*

*He checks his watch. Checks his phone. Checks the sky as though the clouds might offer a third opinion.*

**MARTIN**
*(to himself)*
Seven minutes. It's fine. Seven is... seven is recoverable.

*He straightens his collar. It curls back immediately.*

*An older woman, DOROTHY (72, a rolling cart full of groceries, sensible shoes that have seen things), settles beside him.*

**DOROTHY**
You're going to strain something, checking that phone so much.

**MARTIN**
*(not looking up)*
I have a presentation.

**DOROTHY**
Mmm.

**MARTIN**
It's an important presentation.

**DOROTHY**
They always are.

*Martin finally glances at her. She's watching the street with the patient calm of someone who has survived enough Tuesdays to stop fighting them.*

*Martin looks back at his phone.*

**MARTIN**
*(quieter, honest)*
It's probably not that important.

*Dorothy smiles.*

*The bus rounds the corner two blocks"
claude-sonnet-4-6,A,Write the opening scene of a movie about someone who unexpectedly becomes a hero.,25,"# ORDINARY

### An Original Screenplay

---

**FADE IN:**

---

**EXT. MILLBROOK COMMUTER STATION - PLATFORM 3 - 6:47 AM**

The kind of morning that doesn't apologize for itself. Gray sky. Thin rain. The smell of diesel and someone's forgotten coffee cup rolling against the platform edge.

A DEPARTURE BOARD flickers. One train delayed. Two cancelled. The small, daily betrayals of ordinary life.

COMMUTERS pack the platform, a single organism of damp shoulders and downward stares. Everyone somewhere else in their heads.

We find **DANNY KOWALSKI (38)** near the far end of the platform, pressed against a support column like he's hoping it will absorb him.

He is not remarkable to look at. Medium height. A haircut that happened three weeks too late. A jacket with a broken zipper he's been meaning to fix since February. He holds a paper bag containing two granola bars — breakfast and lunch, an optimism that borders on delusion.

He is reading the back of a transit map. Not because he needs it. Because it gives him somewhere to look.

---

**INTERCUT WITH:**

---

**INT. MILLBROOK STATION - TICKETING AREA - CONTINUOUS**

Danny's reflection ghosts across the scratched plexiglass of a ticket machine as he walks past. He barely registers it. He has that quality — people like Danny cast reflections the world doesn't quite hold onto.

---

**BACK ON THE PLATFORM**

His phone buzzes. He checks it.

A text from **MOM:** *""Did you eat a real breakfast? I saw what you posted.""*

He stares at it. He hasn't posted anything in four months.

He"
claude-sonnet-4-6,A,Write the opening scene of a movie about someone who unexpectedly becomes a hero.,26,"# ORDINARY MEASURES

### An Original Screenplay

---

**FADE IN:**

---

**EXT. MILLBROOK CITY - DAWN**

The city wakes up badly. A garbage truck grinds through an intersection. A pigeon fights a french fry. A traffic light blinks yellow because nobody's bothered to fix it in three weeks.

This is not the kind of city that gets postcards made about it.

---

**INT. APARTMENT 4F - CONTINUOUS**

A modest apartment that tells you everything about its occupant before you meet him. Half-read books with cracked spines. A coffee maker with a permanent brown ring around the carafe. A motivational poster on the wall that reads *""HANG IN THERE""* — the one with the cat — except someone has written beneath it in black marker: *""but why though?""*

An alarm goes off.

**6:47 AM.**

It is not a pleasant alarm. It's the default factory sound that nobody ever changes because doing so would require caring about something.

A hand emerges from under a pile of blankets and slaps at the nightstand. Knocks over a glass of water. Slaps the glass. Slaps the phone. The alarm stops.

Silence.

The hand retreats.

Thirty seconds pass.

The alarm goes off again.

---

**MARTIN HAYES (38)** sits up. He looks like a man who was handsome once and simply forgot to maintain it. Not ugly. Not remarkable. The human equivalent of a beige wall. He has the kind of face that cashiers forget while they're still looking at it.

He stares at nothing for a long moment.

**MARTIN**
*(to no one)*
Okay.

He says it the way a"
claude-sonnet-4-6,A,Write the opening scene of a movie about someone who unexpectedly becomes a hero.,27,"# ORDINARY

### An Original Screenplay

---

**FADE IN:**

---

**EXT. COMMUTER TRAIN PLATFORM - EARLY MORNING**

Gray sky pressing down on everything. The kind of Tuesday that smells like exhaust and yesterday's rain.

A digital clock on the platform wall reads **6:47 AM.**

Commuters stand in the practiced stillness of people who have surrendered something. Coffee cups. Earbuds. Eyes fixed on phones or middle distances. Nobody looks at anybody.

**DANNY KOWALSKI (38)** moves through the crowd the way furniture moves through a room — noticed only when in the way.

He's not unpleasant looking. He's just *unfinished* somehow. Like a sketch the artist kept meaning to go back to.

His jacket has a small mustard stain on the left lapel. He knows it's there. He's been hoping nobody else does.

---

**DANNY (V.O.)**
I read somewhere that the average person
makes about thirty-five thousand decisions
a day. What to eat. Which shoe first.
Whether to hold the door.

He reaches into his bag. Pulls out a paperback. *The biography of someone important.* He's on page twelve. He's been on page twelve for three weeks.

---

**DANNY (V.O.)**
I think I make about nine.

---

A WOMAN beside him, **CAROL (60s),** sturdy and silver-haired, glances at his book.

**CAROL**
Any good?

Danny looks up. Briefly panicked, like someone caught doing something.

**DANNY**
I honestly couldn't tell you.

She laughs. He almost smiles. The train arrives and swallows them"
claude-sonnet-4-6,A,Write the opening scene of a movie about someone who unexpectedly becomes a hero.,28,"# ORDINARY

### An Original Screenplay

---

**FADE IN:**

---

**EXT. INTERSTATE 90 - DAWN**

A flat grey sky presses down on the Montana highway like a thumb on a bruise. No traffic. No sound except wind moving through dead grass on the shoulder.

A rusted 2003 Honda Civic rolls through frame doing exactly the speed limit. Not one mile over.

---

**INT. HONDA CIVIC - CONTINUOUS**

**MILES KOWALSKI** (38, the kind of tired that sleep stopped fixing years ago) grips the wheel with both hands at ten and two. His work shirt is already tucked in. His coffee is already cold. A sticky note on the dashboard reads: *""CONFERENCE ROOM RESERVED 9 AM - CONFIRM WITH LINDA.""*

The radio plays a traffic report for a city two hundred miles away. He listens anyway.

His phone buzzes in the cupholder. The screen reads: **STEPH - MOBILE.**

He looks at it.

Looks at the road.

Looks at it again.

Lets it go to voicemail.

He exhales through his nose. Reaches over and turns the radio up slightly. A mundane, almost sacred gesture — the act of a man carefully managing the size of his own life.

---

**EXT. OVERPASS - MOMENTS LATER**

The Civic slows as it approaches a concrete overpass spanning a dry riverbed forty feet below. A county maintenance truck is parked halfway on the shoulder, orange lights rotating lazily.

Miles peers through the windshield.

A **WORKER** in a yellow vest stands at the guardrail, not doing maintenance work. Standing very still. Looking down.

Miles pulls over.

Sits"
claude-sonnet-4-6,A,Write the opening scene of a movie about someone who unexpectedly becomes a hero.,29,"# ORDINARY MEASURES

### An Original Screenplay

---

**FADE IN:**

---

**EXT. MILLBROOK AVENUE - EARLY MORNING - 5:47 AM**

The kind of street that never makes it onto postcards. Cracked sidewalks. A laundromat with a buzzing fluorescent letter. Pigeons arguing over a hot dog bun.

A city waking up without any particular enthusiasm.

**INT. APARTMENT 4C - CONTINUOUS**

A small, honest apartment. The kind decorated not by taste but by accumulation. A dead plant someone keeps meaning to water. Takeout menus magnetized to a fridge covered in expired coupons.

An alarm clock reads **5:47**. It hasn't gone off yet.

**DEREK OKAFOR (38)** is already awake, sitting at the kitchen table in a faded transit authority uniform, eating cereal with the resigned focus of a man who has performed this exact ritual approximately **5,000 times.**

He stares at nothing. Chews. Stares at nothing. Chews.

On the table beside his bowl: a small framed photo. A woman and a young girl smiling at a beach somewhere warm. Derek doesn't look at it.

His phone lights up.

**TEXT FROM ""DISPATCH - MILLBROOK DEPOT"":**
*Kowalski called out again. You want the double shift?*

Derek looks at the message for a long moment.

Types: *Sure.*

Puts the phone face down.

Chews.

---

**EXT. MILLBROOK DEPOT - 6:15 AM**

Derek walks toward the bus yard, badge clipped to his chest, coffee in a thermos that has seen better decades."
claude-sonnet-4-6,A,Write the opening scene of a movie about someone who unexpectedly becomes a hero.,30,"# ORDINARY MEASURES

### An Original Screenplay

---

**FADE IN:**

---

**EXT. BRIDGEPORT CITY - DAWN**

*The city wakes reluctantly. Gray light seeps between office towers. A garbage truck groans down an empty street. Pigeons argue over a dropped bagel.*

*Nothing special. Nothing remarkable.*

*Exactly the way DENNIS HAAR, 38, likes it.*

---

**INT. DENNIS'S APARTMENT - CONTINUOUS**

*Small. Organized to the point of sadness. Every mug on its hook. Every bill sorted by date. A single framed photo on the refrigerator — Dennis and an older woman, laughing at something off-camera. The only spontaneous thing in the room.*

*An alarm clock reads 6:14 AM.*

*Dennis is already awake. Has been for a while. He sits at the kitchen table in a faded company polo shirt, eating oatmeal with the focused determination of a man completing a task rather than enjoying a meal. He reads the back of the oatmeal container because he has already read everything else.*

*His phone buzzes.*

**TEXT ON SCREEN:** *""Don't forget — Karen's birthday thing tonight. You said you'd come. You said it THREE times, Dennis.""*

*Dennis stares at the message. Types: ""I'll be there.""*

*Deletes it. Types: ""Wouldn't miss it.""*

*Deletes it. Types: ""Yes.""*

*Sends it.*

*He rinses his bowl. Dries it. Places it precisely back in the cabinet.*

---

**INT. BRIDGEPORT METRO STATION - MORNING**

*Rush hour assembles its familiar cast."
claude-sonnet-4-6,A,Write the opening scene of a movie about someone who unexpectedly becomes a hero.,31,"# ORDINARY

### An Original Screenplay

---

**FADE IN:**

---

**EXT. PITTSBURGH - ESTABLISHING - DAWN**

The city exhales. That particular grey-blue hour before the sun commits to anything. Steam rising from grates. A delivery truck grinding through a pothole. A pigeon reconsidering a ledge.

*Nothing about this morning is asking to be remembered.*

---

**INT. MARCUS'S APARTMENT - CONTINUOUS**

A studio apartment doing its best. Dishes in the sink that represent optimism — someone bought groceries, intended to cook. A motivational poster on the wall, slightly crooked, that reads **EVERY DAY IS A FRESH START.**

An alarm goes off.

Then a second alarm.

Then a third, labeled in phone contacts as **""SERIOUSLY GET UP.""**

**MARCUS COLE (38)** opens one eye. Then closes it. Then opens both, as if the second eye was the deciding vote. He's not a bad-looking man, but he's wearing the specific expression of someone who lost an argument with his own life a while back and has been quietly accepting the terms ever since.

He sits up. Looks at the room. The room offers nothing back.

---

**MARCUS**
*(to no one)*
Fresh start.

He doesn't sound convinced.

---

**INT. APARTMENT BATHROOM - MOMENTS LATER**

Marcus brushes his teeth and studies his reflection with the focused dissatisfaction of a man reviewing a quarterly report he already knew was bad.

A photograph is tucked into the corner of the mirror. Him, younger. Laughing at something. Standing next to a fire station, arm around two other guys, all of them in gear. All of them *certain* about something.

He doesn"
claude-sonnet-4-6,A,Write the opening scene of a movie about someone who unexpectedly becomes a hero.,32,"# ORDINARY MEASURES

### Written by [Author]

---

**FADE IN:**

**EXT. DOWNTOWN BUS STOP — EARLY MORNING**

*A gray Tuesday. The kind of morning that smells like exhaust and yesterday's rain. A trash can rocks in the wind. Nobody looks at anybody.*

*DANNY PARK, 34, waits at the stop with the specific posture of someone who has accepted his life. Coffee thermos. Wrinkled collar. Earbuds in. He's not unhappy exactly — just thoroughly, professionally unremarkable.*

*He scrolls his phone. A news notification reads: LOCAL TEACHER WINS GRANT. He swipes it away. Another: MARKETS STEADY. He swipes that away too.*

*A PIGEON lands near his shoe. He moves his foot. The pigeon doesn't.*

**DANNY**
*(to the pigeon)*
I'm not feeding you.

*The pigeon stares.*

**DANNY (CONT'D)**
I don't have anything. I have a granola bar but that's — that's mine.

*He pulls out a granola bar. Looks at it. Looks at the pigeon.*

**DANNY (CONT'D)**
Don't look at me like that.

*He breaks off a small piece and drops it. The pigeon ignores it completely and flies away.*

*Danny watches it go.*

**DANNY (CONT'D)**
Okay.

*He eats the granola bar alone.*

*The bus arrives. He boards with six other people — a WOMAN IN SCRUBS, an OLD MAN with a rolling cart, TWO TEENAGERS sharing earbuds, a BUSINESSMAN checking his watch, a YOUNG MOTHER balancing"
claude-sonnet-4-6,A,Write the opening scene of a movie about someone who unexpectedly becomes a hero.,33,"# ORDINARY

### An Original Screenplay

---

**FADE IN:**

---

**EXT. RIDGELINE BUS DEPOT - EARLY MORNING**

*A gray Tuesday. The kind that doesn't apologize for itself. Sodium lights buzz over cracked asphalt. A digital clock on the depot wall reads 6:47 AM. The ""4"" flickers.*

*A city bus idles at the curb, exhaling diesel.*

---

**INT. BUS - CONTINUOUS**

*Forty people who would rather be asleep. A teenager wears headphones the size of dinner plates. An elderly woman clutches a canvas grocery bag like it contains something irreplaceable. A businessman reads yesterday's newspaper.*

*In the third row, window seat —*

*MARTIN COLE, 38. Not remarkable in any measurable way. Slightly wrinkled collar. A coffee thermos with a cracked lid wrapped in electrical tape. He stares out the window at nothing in particular, the way people do when they've taken the same route so many times the world outside has stopped registering.*

*He pulls out his phone. Opens a reminder app.*

**INSERT — PHONE SCREEN:**

*""Pick up dry cleaning. Call Mom back. Ask Hendricks about the Henderson file. Don't forget — dentist Thursday.""*

*Back to Martin. He closes the app without adding anything.*

*He sips his coffee. Makes a face. Too cold.*

*The bus lurches forward.*

---

*Martin shifts in his seat, glancing around with the mild, restless boredom of a man who has nowhere urgent to be and no strong feelings about it. He notices the elderly woman two rows up struggling with her bag. He almost says something. Doesn't. Looks back out the"
claude-sonnet-4-6,A,Write the opening scene of a movie about someone who unexpectedly becomes a hero.,34,"# ORDINARY MEASURES

### Written by [Author]

---

**FADE IN:**

---

**EXT. MILLBROOK BRIDGE — EARLY MORNING — ESTABLISHING**

*A gray Tuesday in November. The kind of morning that doesn't bother being beautiful. Low clouds press down on a mid-sized city that is already tired before it starts.*

*Rush hour traffic crawls across the Millbrook Bridge. Commuters stare at phones, sip coffee, breathe on windows. The river below is dark and moving fast from three days of rain.*

---

**INT. CITY BUS — CONTINUOUS**

*DENNIS PARK, 38, sits in the second-to-last row. He has the specific look of a man who has made peace with his own invisibility — unremarkable jacket, unremarkable face, the posture of someone who has been standing in the back of rooms his entire life.*

*He holds a paper bag on his lap. Inside it: a sandwich, an apple, and a birthday card he hasn't signed yet because he can't decide if ""From Dennis"" sounds too formal or just right.*

*He watches the city through the window.*

*His phone buzzes.*

---

**INSERT — TEXT MESSAGE**

*From: CAROL*
*""Don't forget to pick up the cake. And please don't get the one with the flowers again. She's turning 9, not 90.""*

---

**BACK TO SCENE**

*Dennis almost smiles. Almost.*

*He types back:* **""Got it.""**

*He stares at it. Deletes it. Types:* **""Of course.""**

*Deletes it. Types:* **""Sure.""**

*Sends it.*

*He looks back out the"
claude-sonnet-4-6,A,Write the opening scene of a movie about someone who unexpectedly becomes a hero.,35,"# ORDINARY

### An Original Screenplay

---

**FADE IN:**

---

**EXT. SUBURB OF CLEVELAND, OHIO — DAWN**

A neighborhood waking up slowly. Sprinklers tick across lawns. A dog barks twice, then gives up. The sky is the particular gray of a morning that hasn't decided what it wants to be yet.

A GARBAGE TRUCK groans down Maple Street, swallowing everything offered to it without complaint.

---

**INT. MARCUS'S APARTMENT — CONTINUOUS**

The apartment tells a story before we meet its owner. A coffee mug that says **WORLD'S MOST AVERAGE** sits on a counter stacked with unopened mail. A gym bag hangs by the door, dusty. A motivational poster on the wall reads *REACH FOR THE STARS* — one corner has peeled away and nobody has fixed it.

An alarm clock reads **6:47 AM.**

It goes off.

A hand slaps it.

Silence.

The hand retreats under the blanket.

---

**MARCUS BELL**, 34, emerges from his covers the way a man surfaces from deep water — gasping, reluctant, vaguely surprised to find himself still here.

He is not remarkable. This is not an insult. He has an honest face, the soft edges of someone who was probably athletic once and has since made peace with the fact. There is something quietly decent about him, though Marcus himself would be the last person to notice it.

He sits on the edge of his bed in yesterday's t-shirt and stares at the wall.

---

**MARCUS**
*(to nobody)*
Okay.

---

He doesn't move.

---

**MARCUS (CONT'D)**"
claude-sonnet-4-6,A,Write the opening scene of a movie about someone who unexpectedly becomes a hero.,36,"# ORDINARY MEASURES

### Written by [Author]

---

**FADE IN:**

**EXT. MILLBROOK TRANSIT STATION - PLATFORM 4 - 6:47 AM**

Gray morning light. The kind that makes everything look like a photocopy of itself.

The platform is crowded but quiet in the way commuter crowds are quiet — everyone sealed inside headphones, coffee cups, the private cinema of their phones.

A DEPARTURES board flickers.

We find **DELIA MARSH, 34**, near the far end of the platform, away from everyone else. Not antisocial, exactly. More like someone who has learned that edges are safer than middles.

She wears a transit authority vest that's one size too large. A laminated badge that reads: **CUSTOMER EXPERIENCE ASSOCIATE — LEVEL 1.** She's been Level 1 for four years.

She's eating a granola bar like it owes her money, reading something on a cracked phone screen. We catch a glimpse — a rejection email. *""...appreciate your application but at this time...""*

She closes it without reacting. She's read versions of this email before.

A pigeon lands near her foot. She breaks off a piece of granola bar and tosses it.

**DELIA**
*(quietly, to the pigeon)*
Don't get too comfortable.

She looks up at the crowd. Scans it the way people who've worked public transit learn to scan it — not looking for anything specific, just keeping a general census of the human situation.

Her eyes stop.

Across the platform. A **MAN IN A GRAY JACKET, 40s**, stands just inside the yellow safety line. Nothing obviously wrong. Except —

His coffee cup is tipping."
claude-sonnet-4-6,A,Write the opening scene of a movie about someone who unexpectedly becomes a hero.,37,"# ORDINARY MEASURES

### Original Screenplay

---

**FADE IN:**

---

**EXT. DOWNTOWN BUS STOP — EARLY MORNING**

A gray Tuesday. The kind that doesn't bother announcing itself.

Rain taps against a scratched plastic shelter where three people wait with the practiced patience of people who have stopped expecting much from mornings.

A bus schedule taped to the pole has been half-peeled away. Nobody fixed it.

---

**INT./EXT. BUS SHELTER — CONTINUOUS**

MILES CAULEY, 38, sits on the bench with a reusable coffee mug that is leaking slightly onto his pants. He hasn't noticed yet, or maybe he has and decided it wasn't worth the energy.

He wears a lanyard from a company called **Fairfield Document Solutions.** The logo is a filing cabinet with a small sun above it, which raises more questions than it answers.

He's listening to something on earbuds. His foot taps — not to music. To anxiety.

He pulls out his phone. Checks an email. Types a response. Deletes the response. Types a shorter response. Deletes that too.

He settles on:

**""Sounds good.""**

Hits send.

Stares at the sent message like a man who knows that nothing about it sounds good.

---

A WOMAN in scrubs sits at the far end of the bench, eating a granola bar with the focus of someone eating their last meal before a long surgery. She has three phone notifications she is deliberately ignoring.

A TEENAGER in a rain-damp hoodie stands just outside the shelter, as though being caught taking shelter would be embarrassing. He's watching a video on his phone, laughing quietly at something, alone.

---"
claude-sonnet-4-6,A,Write the opening scene of a movie about someone who unexpectedly becomes a hero.,38,"# ORDINARY MEASURES

### Written by [Author]

---

**FADE IN:**

---

**EXT. MILLBROOK COMMUTER RAIL STATION - MORNING - 6:47 A.M.**

Gray. Everything is gray.

The sky. The concrete platform. The faces of forty-something commuters staring into their phones like they're searching for a pulse.

A pigeon pecks at a dropped granola bar. Nobody cares. Nobody notices.

*SUPER: ""Tuesday.""*

---

**INT./EXT. STATION PLATFORM - CONTINUOUS**

DEAN KOWALSKI, 38, shuffles toward the platform with the energy of a man who has already surrendered to the day. His tie is slightly crooked. His coffee cup has someone else's name on it — *Bradley* — because he didn't bother correcting the barista.

He carries a canvas tote bag with a broken handle. He's been meaning to replace it for eight months. He has not replaced it.

He finds his spot. His *exact* spot — third bench from the left, near the garbage can but not *too* near the garbage can. This is a man of quiet, defeated precision.

He sips Bradley's coffee. Makes a face.

**DEAN**
*(to nobody)*
Still terrible.

The woman standing next to him takes a small step away.

He opens his phone. Seventeen unread emails. He closes his phone.

The train RUMBLES in the distance.

He exhales. Long. Slow. The exhale of a man doing a mental countdown — *two hours of commute, eight hours of work, two hours back, dinner from a bag, sleep, repeat* — and finding the math somehow acceptable.

He's not unhappy, exactly. He's"
claude-sonnet-4-6,A,Write the opening scene of a movie about someone who unexpectedly becomes a hero.,39,"# ORDINARY MEASURES

### Written by [Author]

---

**FADE IN:**

**EXT. MILLBROOK COMMUTER TRAIN STATION - PLATFORM 4 - 6:47 AM**

*Gray November morning. The kind of cold that doesn't announce itself — it just settles into your coat.*

*The platform is packed with the unremarkable machinery of Tuesday. Commuters stare at phones. A teenager listens to music loud enough to bother everyone within six feet. A woman in scrubs eats a granola bar over a paper bag, catching the crumbs.*

*We find DENNIS CHEN (42), standing slightly apart from the crowd. Not dramatically apart — not the loner-in-a-movie kind of apart. Just the few extra inches a man keeps when he's learned that proximity to strangers usually costs him something.*

*He wears a fleece vest over a button-down. One collar point has surrendered and curls upward. He doesn't know. His messenger bag has a broken clasp held shut with a binder clip. He knows about that one.*

*Dennis holds a large coffee — the gas station kind, in a styrofoam cup with a plastic lid that never quite seals right. He sips it anyway. Makes the face of a man who has lowered his standards to a point of genuine peace.*

*He checks his phone.*

**DENNIS (V.O.)**
*(flat, private, like a man composing an email he'll never send)*
Tuesday. Forty-two degrees. The Millbrook 6:49 is running four minutes late, which means I will miss the transfer at Glenside, which means I will arrive at the office at 8:23 instead of 8:11, which means Sandra will have"
claude-sonnet-4-6,A,Write the opening scene of a movie about someone who unexpectedly becomes a hero.,40,"# ORDINARY

### An Original Screenplay

---

**FADE IN:**

---

**EXT. RIDGELINE CITY - DAWN**

The city wakes up slowly. A garbage truck groans down an empty street. Pigeons scatter from a fire escape. Somewhere, a dog barks at nothing in particular.

This is not a glamorous city. It is a city of cracked sidewalks and corner stores, of people who carry their exhaustion like a second coat.

---

**INT. APARTMENT 4C - CONTINUOUS**

An alarm clock reads **6:47 AM.**

It has been going off since 6:15.

The room is small. Lived-in might be generous. A stack of unopened mail sits on a dresser next to a half-empty glass of water and a framed photo — a younger man, arms around an older woman, both squinting into the sun somewhere that looks warmer than here.

**MILES PRUITT** (34, the kind of tired that sleep doesn't fix, wearing a t-shirt from a 5K he definitely did not run) reaches from beneath a tangle of blankets and silences the alarm with the practiced indifference of a man who has surrendered to his mornings.

He stares at the ceiling.

**MILES**
*(to no one)*
Okay.

He doesn't move.

**MILES (CONT'D)**
Okay.

He still doesn't move.

A beat. Then he sits up with the slow mechanical determination of a man assembling himself piece by piece.

---

**INT. APARTMENT 4C - BATHROOM - MOMENTS LATER**

Miles brushes his teeth and studies himself in the mirror with the detached curiosity of someone examining a used car they already bought"
claude-sonnet-4-6,A,Write the opening scene of a movie about someone who unexpectedly becomes a hero.,41,"# ORDINARY MEASURES

### Written by [Author]

---

**FADE IN:**

**EXT. CITY BUS STOP — EARLY MORNING**

A gray Tuesday. The kind that doesn't bother announcing itself.

Rain taps against a scratched plexiglass shelter. A MAN IN A YELLOW SLICKER walks a dog that refuses to walk. A TEENAGER stares into a phone, earbuds sealing her off from the world.

And then there's **DENNIS PARK** (38), standing slightly apart from everyone else — not by choice, just by habit. He's the kind of person a camera would pan past. Average height. A coffee thermos with a crack down the side held together by a strip of electrical tape. A work badge clipped to his jacket reads: *DENNISON PARK — CITY WATER AUTHORITY — LEVEL 2 TECHNICIAN.*

He checks his watch. Checks it again. The bus is four minutes late.

He mouths the word *four* to himself, quietly devastated.

He pulls out a small spiral notebook — the cheap kind — and opens it to a page covered in neat, almost obsessive handwriting. A to-do list. Items numbered. Some with sub-items. He uncaps a pen and adds:

*14. Call Mom back.*

He looks at it. Adds a small star beside it. Reconsiders. Erases the star. Draws it back.

A WOMAN beside him notices the notebook.

**WOMAN**
*(not unkindly)*
You make lists like that every day?

**DENNIS**
*(without looking up)*
Every day since I was eleven.

**WOMAN**
Does it help?

Dennis finally looks at her. He thinks about this genuinely, like"
claude-sonnet-4-6,A,Write the opening scene of a movie about someone who unexpectedly becomes a hero.,42,"# ORDINARY

### An Original Screenplay

---

**FADE IN:**

---

**EXT. SUBURBAN STREET - DAWN**

A garbage truck groans through the quiet neighborhood like something that never fully woke up. Leaves scrape across asphalt. A sprinkler system kicks on, hissing at nobody.

The street is perfectly, almost aggressively, ordinary.

**INT. MARA'S APARTMENT - CONTINUOUS**

The alarm goes off at 5:47 AM.

Then again at 5:56.

Then again at 6:04.

**MARA CHEN (32)** finally silences it with a slap that's more defeat than decision. She stares at the ceiling. There's a water stain up there shaped like something she's never bothered to identify. She's looked at it every morning for three years.

She doesn't look at it now.

**MARA**
*(to no one)*
Okay.

She doesn't move.

**MARA (CONT'D)**
Okay.

She sits up.

Her apartment is small in the way that stops being charming around year two. Dishes in the sink. A motivational poster on the wall that reads *""YOU GOT THIS""* — slightly crooked, the bottom corner peeling away from the wall as if even the poster has its doubts.

On the nightstand: a framed photo of two kids, maybe eight and ten years old, grinning the specific grin of children who don't know yet that photos are supposed to mean something. A half-finished glass of water. Three different phone chargers, none of which belong to her current phone.

She shuffles to the bathroom. Examines herself in the mirror with the expression of a person reviewing a"
